Date,id,T,U,Po,P,Ff,DD,Td,lat,lon,h,name,U10M,V10M
2012-09-26 08:00:00,CWEU,0.0,64.0,1003.9174342105264,1006.4505592105264,12.0,157.5,-6.0,79.9954,-85.8173,20.0,Юрика,-4.592201188381079,11.086554390135438
2012-09-26 09:00:00,CWEU,0.0,64.0,1003.250822368421,1005.7839473684213,12.0,180.0,-6.0,79.9954,-85.8173,20.0,Юрика,-1.469576158976824e-15,12.0
2012-09-26 10:00:00,CWEU,0.0,64.0,1003.5174671052632,1006.0505921052633,9.0,157.5,-6.0,79.9954,-85.8173,20.0,Юрика,-3.4441508912858088,8.31491579260158
2012-09-26 11:00:00,CWEU,-1.0,75.0,1003.5174671052632,1006.0505921052633,7.0,157.5,-5.0,79.9954,-85.8173,20.0,Юрика,-2.6787840265556286,6.467156727579009
2012-09-26 12:00:00,CWEU,-1.0,69.0,1002.850855263158,1005.3839802631578,7.0,157.5,-6.0,79.9954,-85.8173,20.0,Юрика,-2.6787840265556286,6.467156727579009
2012-09-26 13:00:00,CWEU,-1.0,69.0,1002.1842434210527,1004.7173684210527,6.0,157.5,-6.0,79.9954,-85.8173,20.0,Юрика,-2.2961005941905395,5.543277195067719
2012-09-26 14:00:00,CWEU,-1.0,69.0,1002.1842434210527,1004.7173684210527,10.0,180.0,-6.0,79.9954,-85.8173,20.0,Юрика,-1.2246467991473533e-15,10.0
2012-09-26 15:00:00,CWEU,-1.0,69.0,1001.5176315789473,1004.0507565789475,11.0,180.0,-6.0,79.9954,-85.8173,20.0,Юрика,-1.3471114790620884e-15,11.0
2012-09-26 16:00:00,CWEU,-1.0,69.0,1000.8510197368421,1003.384144736842,7.0,157.5,-6.0,79.9954,-85.8173,20.0,Юрика,-2.6787840265556286,6.467156727579009
2012-09-26 17:00:00,CWEU,-1.0,75.0,1000.8510197368421,1003.384144736842,7.0,157.5,-5.0,79.9954,-85.8173,20.0,Юрика,-2.6787840265556286,6.467156727579009
2012-09-26 18:00:00,CWEU,-1.0,75.0,1000.1844078947368,1002.7175328947368,6.0,157.5,-5.0,79.9954,-85.8173,20.0,Юрика,-2.2961005941905395,5.543277195067719
2012-09-26 19:00:00,CWEU,-1.0,69.0,999.5177960526316,1002.0509210526317,7.0,135.0,-6.0,79.9954,-85.8173,20.0,Юрика,-4.949747468305833,4.949747468305832
2012-09-26 20:00:00,CWEU,-1.0,69.0,999.1178289473684,1001.6509539473683,8.0,135.0,-6.0,79.9954,-85.8173,20.0,Юрика,-5.656854249492381,5.65685424949238
2012-09-26 21:00:00,CWEU,-1.0,69.0,998.4512171052633,1000.9843421052632,6.0,135.0,-6.0,79.9954,-85.8173,20.0,Юрика,-4.242640687119286,4.242640687119285
2012-09-26 22:00:00,CWEU,-1.0,69.0,997.7846052631579,1000.3177302631578,5.0,135.0,-6.0,79.9954,-85.8173,20.0,Юрика,-3.5355339059327378,3.5355339059327373
2012-09-26 23:00:00,CWEU,-1.0,75.0,997.5179605263156,1000.0510855263158,6.0,157.5,-5.0,79.9954,-85.8173,20.0,Юрика,-2.2961005941905395,5.543277195067719
2012-09-27 00:00:00,CWEU,-2.0,80.0,997.1179934210527,999.6511184210525,5.0,135.0,-5.0,79.9954,-85.8173,20.0,Юрика,-3.5355339059327378,3.5355339059327373
2012-09-27 01:00:00,CWEU,-1.0,75.0,996.8513486842104,999.3844736842103,3.0,135.0,-5.0,79.9954,-85.8173,20.0,Юрика,-2.121320343559643,2.1213203435596424
2012-09-27 02:00:00,CWEU,-2.0,80.0,996.0514144736844,998.5845394736842,3.0,135.0,-5.0,79.9954,-85.8173,20.0,Юрика,-2.121320343559643,2.1213203435596424
2012-09-27 03:00:00,CWEU,-2.0,74.0,995.384802631579,997.9179276315787,4.0,135.0,-6.0,79.9954,-85.8173,20.0,Юрика,-2.8284271247461903,2.82842712474619
2012-09-27 04:00:00,CWEU,-2.0,74.0,995.1181578947368,997.6512828947368,1.0,180.0,-6.0,79.9954,-85.8173,20.0,Юрика,-1.2246467991473532e-16,1.0
2012-09-27 07:00:00,CWEU,-2.0,69.0,993.7849342105263,996.3180592105265,1.0,315.0,-7.0,79.9954,-85.8173,20.0,Юрика,0.7071067811865477,-0.7071067811865474
2012-09-27 08:00:00,CWEU,-3.0,74.0,993.3849671052632,995.9180921052632,1.0,0.0,-7.0,79.9954,-85.8173,20.0,Юрика,-0.0,-1.0
2012-09-27 09:00:00,CWEU,-3.0,74.0,993.1183223684213,995.651447368421,0.0,,-7.0,79.9954,-85.8173,20.0,Юрика,,
2012-09-27 10:00:00,CWEU,-3.0,74.0,993.1183223684213,995.651447368421,2.0,315.0,-7.0,79.9954,-85.8173,20.0,Юрика,1.4142135623730954,-1.4142135623730947
2012-09-27 11:00:00,CWEU,-3.0,74.0,992.7183552631578,995.251480263158,1.0,270.0,-7.0,79.9954,-85.8173,20.0,Юрика,1.0,1.8369701987210294e-16
2012-09-27 12:00:00,CWEU,-3.0,74.0,992.7183552631578,995.251480263158,1.0,315.0,-7.0,79.9954,-85.8173,20.0,Юрика,0.7071067811865477,-0.7071067811865474
2012-09-27 13:00:00,CWEU,-2.0,74.0,992.7183552631578,995.251480263158,3.0,292.5,-6.0,79.9954,-85.8173,20.0,Юрика,2.7716385975338595,-1.14805029709527
2012-09-27 14:00:00,CWEU,-2.0,80.0,992.7183552631578,995.251480263158,0.0,,-5.0,79.9954,-85.8173,20.0,Юрика,,
2012-09-27 15:00:00,CWEU,-2.0,74.0,993.1183223684213,995.651447368421,2.0,270.0,-6.0,79.9954,-85.8173,20.0,Юрика,2.0,3.673940397442059e-16
2012-09-27 16:00:00,CWEU,-2.0,74.0,993.3849671052632,995.9180921052632,1.0,315.0,-6.0,79.9954,-85.8173,20.0,Юрика,0.7071067811865477,-0.7071067811865474
2012-09-27 17:00:00,CWEU,-2.0,80.0,993.3849671052632,995.9180921052632,3.0,270.0,-5.0,79.9954,-85.8173,20.0,Юрика,3.0,5.51091059616309e-16
2012-09-27 18:00:00,CWEU,-2.0,80.0,994.0515789473683,996.5847039473683,3.0,270.0,-5.0,79.9954,-85.8173,20.0,Юрика,3.0,5.51091059616309e-16
2012-09-27 19:00:00,CWEU,-2.0,80.0,994.7181907894736,997.2513157894738,3.0,270.0,-5.0,79.9954,-85.8173,20.0,Юрика,3.0,5.51091059616309e-16
2012-09-27 20:00:00,CWEU,-2.0,80.0,995.384802631579,997.9179276315787,3.0,270.0,-5.0,79.9954,-85.8173,20.0,Юрика,3.0,5.51091059616309e-16
2012-09-27 21:00:00,CWEU,-2.0,80.0,995.784769736842,998.3178947368422,3.0,270.0,-5.0,79.9954,-85.8173,20.0,Юрика,3.0,5.51091059616309e-16
2012-09-27 22:00:00,CWEU,-2.0,80.0,996.4513815789473,998.9845065789473,2.0,292.5,-5.0,79.9954,-85.8173,20.0,Юрика,1.8477590650225733,-0.76536686473018
2012-09-27 23:00:00,CWEU,-2.0,80.0,997.1179934210527,999.6511184210525,3.0,270.0,-5.0,79.9954,-85.8173,20.0,Юрика,3.0,5.51091059616309e-16
2012-09-28 00:00:00,CWEU,-2.0,80.0,997.7846052631579,1000.3177302631578,0.0,,-5.0,79.9954,-85.8173,20.0,Юрика,,
2012-09-28 01:00:00,CWEU,-2.0,74.0,998.1845723684213,1000.7176973684213,1.0,112.5,-6.0,79.9954,-85.8173,20.0,Юрика,-0.9238795325112868,0.3826834323650897
2012-09-28 02:00:00,CWEU,-2.0,74.0,998.4512171052633,1000.9843421052632,0.0,,-6.0,79.9954,-85.8173,20.0,Юрика,,
2012-09-28 03:00:00,CWEU,-3.0,80.0,998.8511842105264,1001.3843092105262,2.0,135.0,-6.0,79.9954,-85.8173,20.0,Юрика,-1.4142135623730951,1.414213562373095
